movie,release_year,genre,audience_type,franchise_type,rating,thursday_preview_m,opening_weekend_m,friday_m,saturday_m,sunday_m,source_url,daily_source_url,notes,daily_notes,imdb_rating,imdb_votes,imdb_url,rt_audience_score,rt_audience_score_type,rt_critic_score,rt_url,social_media_universe_m,social_sentiment_score,social_source_url,social_notes,social_buzz_score,national_theatre_count,wiki_release_week_views,wiki_article,wiki_opening_friday
Dungeons & Dragons: Honor Among Thieves,2023,adventure,broad_adult,brand_adaptation,PG-13,5.6,37.205,15.222358,12.910476,9.07295,https://www.the-numbers.com/box-office-chart/daily/2023/03/30,https://www.boxofficemojo.com/release/rl1879410177,Post-COVID game adaptation adventure comp from The Numbers daily chart.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,7.2,273273,https://www.imdb.com/title/tt2906216/,92,VERIFIED,91,https://www.rottentomatoes.com/m/dungeons_and_dragons_honor_among_thieves,,,,,,3856,179827,Dungeons & Dragons: Honor Among Thieves,2023-03-31
Evil Dead Rise,2023,horror,horror_fan,franchise,R,2.5,24.504,10.348229,8.152634,6.003452,https://www.thewrap.com/evil-dead-rise-thursday-box-office/,https://www.boxofficemojo.com/release/rl1289192193,Post-COVID horror franchise comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.5,167459,https://www.imdb.com/title/tt13345606/,76,VERIFIED,85,https://www.rottentomatoes.com/m/evil_dead_rise,,,,,,3417,273370,Evil Dead Rise,2023-04-21
Guardians of the Galaxy Vol 3,2023,superhero,fan_driven,franchise,PG-13,17.5,118.414,48.103839,38.87629,31.433892,https://www.the-numbers.com/box-office-records/domestic/all-movies/previews/any,https://www.boxofficemojo.com/release/rl2977202945,Post-COVID high-preview superhero comp from The Numbers preview table.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,7.9,470233,https://www.imdb.com/title/tt6791350/,94,VERIFIED,82,https://www.rottentomatoes.com/m/guardians_of_the_galaxy_vol_3,,,,,,4450,905025,Guardians of the Galaxy Vol. 3,2023-05-05
Fast X,2023,action,fan_driven,franchise,PG-13,7.5,67.017,28.01532,22.500515,16.501575,https://en.wikipedia.org/wiki/Fast_X,https://www.boxofficemojo.com/release/rl209683969,Post-COVID action franchise comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,5.7,145818,https://www.imdb.com/title/tt5433140/,84,VERIFIED,56,https://www.rottentomatoes.com/m/fast_x,,,,,,4088,836661,Fast X,2023-05-19
The Little Mermaid,2023,musical,broad_family,remake,PG,10.3,95.578,38.149001,30.119527,27.309512,https://www.the-numbers.com/box-office-records/domestic/all-movies/previews/any,https://www.boxofficemojo.com/release/rl1913750273,Post-COVID high-preview family musical comp from The Numbers preview table.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,7.2,178345,https://www.imdb.com/title/tt5971474/,93,VERIFIED,67,https://www.rottentomatoes.com/m/the_little_mermaid_2023,,,,,,4320,452986,The Little Mermaid (2023 film),2023-05-26
Spider-Man: Across the Spider-Verse,2023,animation,fan_driven,franchise,PG,17.35,120.664,51.808109,37.566658,31.288822,https://www.the-numbers.com/box-office-records/domestic/all-movies/previews/any,https://www.boxofficemojo.com/release/rl2812183041,Post-COVID high-preview animated superhero comp from The Numbers preview table.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,8.5,521942,https://www.imdb.com/title/tt9362722/,95,VERIFIED,95,https://www.rottentomatoes.com/m/spider_man_across_the_spider_verse,,,,,,4332,784913,Spider-Man: Across the Spider-Verse,2023-06-02
Transformers: Rise of the Beasts,2023,action,young_male,franchise,PG-13,8.8,61.045,25.649418,19.365981,16.030065,https://en.wikipedia.org/wiki/Transformers:_Rise_of_the_Beasts,https://www.boxofficemojo.com/release/rl1606320641,Post-COVID action franchise comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.0,131040,https://www.imdb.com/title/tt5090568/,91,VERIFIED,51,https://www.rottentomatoes.com/m/transformers_rise_of_the_beasts,,,,,,3680,464545,Transformers: Rise of the Beasts,2023-06-09
The Flash,2023,superhero,fan_driven,franchise,PG-13,9.7,55.044,24.133354,15.554339,15.355986,https://en.wikipedia.org/wiki/The_Flash_%28film%29,https://www.boxofficemojo.com/release/rl2225635841,Post-COVID superhero underperformance comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.6,247145,https://www.imdb.com/title/tt0439572/,81,VERIFIED,63,https://www.rottentomatoes.com/m/the_flash_2023,,,,,,4256,896826,The Flash (film),2023-06-16
No Hard Feelings,2023,comedy,broad_adult,original,R,2.15,15.002,6.352471,4.985795,3.664504,https://en.wikipedia.org/wiki/No_Hard_Feelings_%282023_film%29,https://www.boxofficemojo.com/release/rl4174349057,Post-COVID adult comedy comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.3,215520,https://www.imdb.com/title/tt15671028/,86,VERIFIED,71,https://www.rottentomatoes.com/m/no_hard_feelings_2023,,,,,,3208,245023,No Hard Feelings (2023 film),2023-06-23
Indiana Jones and the Dial of Destiny,2023,adventure,broad_legacy,legacy_sequel,PG-13,7.2,60.368,23.682998,18.584093,18.10101,https://en.wikipedia.org/wiki/Indiana_Jones_and_the_Dial_of_Destiny,https://www.boxofficemojo.com/release/rl2776598017,Post-COVID legacy adventure comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.5,232600,https://www.imdb.com/title/tt1462764/,87,VERIFIED,71,https://www.rottentomatoes.com/m/indiana_jones_and_the_dial_of_destiny,,,,,,4600,623272,Indiana Jones and the Dial of Destiny,2023-06-30
Insidious: The Red Door,2023,horror,horror_fan,franchise,PG-13,5.0,33.013,15.203849,10.07105,7.738137,https://collider.com/insidious-the-red-door-thursday-previews/,https://www.boxofficemojo.com/release/rl1137607425,Post-COVID horror franchise preview comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,5.5,63526,https://www.imdb.com/title/tt13405778/,69,VERIFIED,39,https://www.rottentomatoes.com/m/insidious_the_red_door,,,,,,3188,216165,Insidious: The Red Door,2023-07-07
Barbie,2023,comedy,female_skewing,brand_adaptation,PG-13,22.3,162.022,70.503178,47.812356,43.70651,https://www.the-numbers.com/box-office-records/domestic/all-movies/previews/any,https://www.boxofficemojo.com/release/rl1077904129,Post-COVID high-preview brand-event comp from The Numbers preview table.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.8,669361,https://www.imdb.com/title/tt1517268/,83,VERIFIED,88,https://www.rottentomatoes.com/m/barbie,,,,,,4337,1109731,Barbie (film),2023-07-21
Oppenheimer,2023,drama,broad_adult,biopic,R,10.5,82.455,33.017635,26.24814,23.189645,https://www.the-numbers.com/box-office-records/domestic/all-movies/previews/any,https://www.boxofficemojo.com/release/rl3725886209,Post-COVID high-preview adult biopic comp from The Numbers preview table.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,8.2,1024917,https://www.imdb.com/title/tt15398776/,91,VERIFIED,93,https://www.rottentomatoes.com/m/oppenheimer_2023,,,,,,3761,2296196,Oppenheimer (film),2023-07-21
Haunted Mansion,2023,comedy,broad_family,brand_adaptation,PG-13,3.1,24.082,9.991427,8.035029,6.056019,https://en.wikipedia.org/wiki/Haunted_Mansion_%282023_film%29,https://www.boxofficemojo.com/release/rl707822337,Post-COVID family brand adaptation comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.0,50116,https://www.imdb.com/title/tt1695843/,84,VERIFIED,38,https://www.rottentomatoes.com/m/haunted_mansion_2023,,,,,,3740,136629,Haunted Mansion (2023 film),2023-07-28
Meg 2: The Trench,2023,action,young_male,franchise,PG-13,3.2,30.002,12.146883,9.946474,7.909378,https://en.wikipedia.org/wiki/Meg_2:_The_Trench,https://www.boxofficemojo.com/release/rl3090514689,Post-COVID action creature feature comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,5.0,101914,https://www.imdb.com/title/tt9224104/,72,VERIFIED,27,https://www.rottentomatoes.com/m/meg_2_the_trench,,,,,,3604,252181,Meg 2: The Trench,2023-08-04
Blue Beetle,2023,superhero,fan_driven,franchise,PG-13,3.3,25.030,10.00579,8.514055,6.51038,https://en.wikipedia.org/wiki/Blue_Beetle_%28film%29,https://www.boxofficemojo.com/release/rl3693445889,Post-COVID superhero comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,5.9,116445,https://www.imdb.com/title/tt9362930/,90,VERIFIED,78,https://www.rottentomatoes.com/m/blue_beetle,,,,,,3871,334439,Blue Beetle (film),2023-08-18
The Equalizer 3,2023,action,broad_adult,franchise,R,3.8,34.604,13.045955,11.046112,10.512162,https://en.wikipedia.org/wiki/The_Equalizer_3,https://www.boxofficemojo.com/release/rl1430029057,Post-COVID adult action franchise comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.8,161126,https://www.imdb.com/title/tt17024450/,94,VERIFIED,76,https://www.rottentomatoes.com/m/the_equalizer_3,,,,,,3965,241378,The Equalizer 3,2023-09-01
The Nun II,2023,horror,horror_fan,franchise,R,3.1,32.604,13.107493,11.814747,7.681096,https://en.wikipedia.org/wiki/The_Nun_II,https://www.boxofficemojo.com/release/rl1339523841,Post-COVID horror franchise comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,5.6,81224,https://www.imdb.com/title/tt10160976/,72,VERIFIED,51,https://www.rottentomatoes.com/m/the_nun_ii,,,,,,3743,258637,The Nun II,2023-09-08
Saw X,2023,horror,horror_fan,franchise,R,2.0,18.309,7.96511,6.057287,4.286904,https://en.wikipedia.org/wiki/Saw_X,https://www.boxofficemojo.com/release/rl1926595329,Post-COVID horror franchise comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.6,97671,https://www.imdb.com/title/tt21807222/,88,VERIFIED,81,https://www.rottentomatoes.com/m/saw_x,,,,,,3262,191883,Saw X,2023-09-29
The Exorcist: Believer,2023,horror,horror_fan,legacy_sequel,R,2.85,26.498,11.826255,9.034495,5.63685,https://en.wikipedia.org/wiki/The_Exorcist:_Believer,https://www.boxofficemojo.com/release/rl2047378177,Post-COVID horror legacy sequel comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,4.8,50576,https://www.imdb.com/title/tt12921446/,57,VERIFIED,22,https://www.rottentomatoes.com/m/the_exorcist_believer,,,,,,3684,232570,The Exorcist: Believer,2023-10-06
Killers of the Flower Moon,2023,drama,broad_adult,book_adaptation,R,2.6,23.253,9.401256,8.149384,5.703015,https://en.wikipedia.org/wiki/Killers_of_the_Flower_Moon_%28film%29,https://www.boxofficemojo.com/release/rl629703425,Post-COVID prestige adult drama comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,7.5,306841,https://www.imdb.com/title/tt5537002/,84,VERIFIED,93,https://www.rottentomatoes.com/m/killers_of_the_flower_moon,,,,,,3786,1547,List of accolades received by Killers of the Flower Moon (film),2024-02-23
Five Nights at Freddy's,2023,horror,fan_driven,video_game,PG-13,10.3,80.002,39.64558,24.279905,16.076235,https://www.the-numbers.com/box-office-records/domestic/all-movies/previews/any,https://www.boxofficemojo.com/release/rl764248833,Post-COVID high-preview video-game horror comp from The Numbers preview table.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,5.4,138237,https://www.imdb.com/title/tt4589218/,86,VERIFIED,33,https://www.rottentomatoes.com/m/five_nights_at_freddys,,,,,,3789,515489,Five Nights at Freddy's (film),2023-10-27
The Marvels,2023,superhero,fan_driven,franchise,PG-13,6.6,46.110,21.603104,15.260052,9.247703,https://en.wikipedia.org/wiki/The_Marvels,https://www.boxofficemojo.com/release/rl247366145,Post-COVID superhero underperformance comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,5.4,163562,https://www.imdb.com/title/tt10676048/,79,VERIFIED,63,https://www.rottentomatoes.com/m/the_marvels,,,,,,4030,833077,The Marvels,2023-11-10
The Hunger Games: The Ballad of Songbirds & Snakes,2023,action,fan_driven,franchise,PG-13,5.75,44.607,19.048744,14.651228,10.907171,https://en.wikipedia.org/wiki/The_Hunger_Games:_The_Ballad_of_Songbirds_%26_Snakes,https://www.boxofficemojo.com/release/rl1262387969,Post-COVID young-adult franchise comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.6,182858,https://www.imdb.com/title/tt10545296/,89,VERIFIED,64,https://www.rottentomatoes.com/m/the_hunger_games_the_ballad_of_songbirds_and_snakes,,,,,,3776,291276,The Hunger Games: The Ballad of Songbirds & Snakes,2023-11-17
Wonka,2023,musical,broad_family,brand_adaptation,PG,3.5,39.005,14.412706,14.025741,10.567353,https://en.wikipedia.org/wiki/Wonka_%28film%29,https://www.boxofficemojo.com/release/rl2942927617,Post-COVID family musical brand comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.9,193161,https://www.imdb.com/title/tt6166392/,90,VERIFIED,82,https://www.rottentomatoes.com/m/wonka,,,,,,4213,405499,Wonka (film),2023-12-15
Aquaman and the Lost Kingdom,2023,superhero,fan_driven,franchise,PG-13,4.5,27.687,13.681754,9.003036,5.001421,https://en.wikipedia.org/wiki/Aquaman_and_the_Lost_Kingdom,https://www.boxofficemojo.com/release/rl3003745793,Post-COVID superhero sequel comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,5.6,117741,https://www.imdb.com/title/tt9663764/,79,VERIFIED,33,https://www.rottentomatoes.com/m/aquaman_and_the_lost_kingdom,,,,,,3787,522729,Aquaman and the Lost Kingdom,2023-12-22
Night Swim,2024,horror,horror_fan,original,PG-13,1.45,11.798,5.246275,4.20722,2.34366,https://en.wikipedia.org/wiki/Night_Swim_%28film%29,https://www.boxofficemojo.com/release/rl2046198529,Post-COVID original horror comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,4.7,32020,https://www.imdb.com/title/tt9682428/,42,VERIFIED,19,https://www.rottentomatoes.com/m/night_swim,,,,,,3257,13420,Night Swim,2024-04-05
Mean Girls,2024,musical,female_skewing,brand_adaptation,PG-13,3.25,28.635,11.527268,9.594488,7.513551,https://en.wikipedia.org/wiki/Mean_Girls_%282024_film%29,https://www.boxofficemojo.com/release/rl615482113,Post-COVID female-skewing musical brand comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,5.5,41072,https://www.imdb.com/title/tt11762114/,62,VERIFIED,69,https://www.rottentomatoes.com/m/mean_girls_2024,,,,,,3826,246409,Mean Girls (2024 film),2024-01-12
The Beekeeper,2024,action,broad_adult,original,R,2.4,16.576,6.765012,5.727789,4.083206,https://en.wikipedia.org/wiki/The_Beekeeper_%282024_film%29,https://www.boxofficemojo.com/release/rl2912715521,Post-COVID adult action comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.3,179722,https://www.imdb.com/title/tt15314262/,92,VERIFIED,71,https://www.rottentomatoes.com/m/the_beekeeper_2024,,,,,,3337,226322,The Beekeeper (2024 film),2024-01-12
Argylle,2024,action,broad_adult,original,PG-13,1.7,17.474,6.485575,6.939785,4.04818,https://en.wikipedia.org/wiki/Argylle,https://www.boxofficemojo.com/release/rl4071392001,Post-COVID original action comedy comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,5.6,100096,https://www.imdb.com/title/tt15009428/,70,VERIFIED,32,https://www.rottentomatoes.com/m/argylle,,,,,,3647,401926,Argylle,2024-02-02
Dune: Part Two,2024,sci_fi,broad_adult,franchise,PG-13,12.0,82.505,32.211366,28.718894,21.575131,https://www.the-numbers.com/box-office-records/domestic/all-movies/previews/any,https://www.boxofficemojo.com/release/rl68715265,Post-COVID high-preview sci-fi franchise comp from The Numbers preview table.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,8.4,738285,https://www.imdb.com/title/tt15239678/,95,VERIFIED,92,https://www.rottentomatoes.com/m/dune_part_two,575.500,0.8600,https://www.relishmix.com/dune-2,RelishMix public social metrics matched from Dune 2,,4074,761045,Dune: Part Two,2024-03-01
Kung Fu Panda 4,2024,animation,broad_family,franchise,PG,3.8,57.990,19.44809,22.854805,15.68701,https://en.wikipedia.org/wiki/Kung_Fu_Panda_4,https://www.boxofficemojo.com/release/rl601195265,Post-COVID family animation franchise comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.3,81649,https://www.imdb.com/title/tt21692408/,84,VERIFIED,71,https://www.rottentomatoes.com/m/kung_fu_panda_4,,,,,,4067,299045,Kung Fu Panda 4,2024-03-08
Imaginary,2024,horror,horror_fan,original,PG-13,0.725,9.912,3.623574,3.930359,2.35878,https://en.wikipedia.org/wiki/Imaginary_%28film%29,https://www.boxofficemojo.com/release/rl3180495617,Post-COVID original horror comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,4.8,19818,https://www.imdb.com/title/tt26658104/,52,VERIFIED,25,https://www.rottentomatoes.com/m/imaginary,,,,,,3118,75703,Imaginary (film),2024-03-08
Ghostbusters: Frozen Empire,2024,comedy,broad_legacy,legacy_sequel,PG-13,4.7,45.004,16.101687,17.68751,11.215476,https://en.wikipedia.org/wiki/Ghostbusters:_Frozen_Empire,https://www.boxofficemojo.com/release/rl1436779265,Post-COVID legacy sequel comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.1,105680,https://www.imdb.com/title/tt21235248/,81,VERIFIED,41,https://www.rottentomatoes.com/m/ghostbusters_frozen_empire,,,,,,4345,225274,Ghostbusters: Frozen Empire,2024-03-22
Godzilla x Kong: The New Empire,2024,action,young_male,franchise,PG-13,10.0,80.006,36.807592,26.414059,16.78491,https://en.wikipedia.org/wiki/Godzilla_x_Kong:_The_New_Empire,https://www.boxofficemojo.com/release/rl3351937793,Post-COVID monster franchise comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.0,134980,https://www.imdb.com/title/tt14539740/,89,VERIFIED,54,https://www.rottentomatoes.com/m/godzilla_x_kong_the_new_empire,,,,,,3948,598224,Godzilla x Kong: The New Empire,2024-03-29
Monkey Man,2024,action,broad_adult,original,R,1.4,10.137,4.182135,3.570175,2.367125,https://en.wikipedia.org/wiki/Monkey_Man_%28film%29,https://www.boxofficemojo.com/release/rl290357249,Post-COVID original action comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.8,99748,https://www.imdb.com/title/tt9214772/,81,VERIFIED,89,https://www.rottentomatoes.com/m/monkey_man,,,,,,3037,188830,Monkey Man (film),2024-04-05
Civil War,2024,thriller,broad_adult,original,R,2.9,25.713,10.817252,8.761974,5.958142,https://en.wikipedia.org/wiki/Civil_War_%28film%29,https://www.boxofficemojo.com/release/rl172392449,Post-COVID adult thriller comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,7.0,268032,https://www.imdb.com/title/tt17279496/,69,VERIFIED,81,https://www.rottentomatoes.com/m/civil_war_2024,,,,,,3929,464453,Civil War (film),2024-04-12
Abigail,2024,horror,horror_fan,original,R,1.0,10.297,4.033895,3.768955,2.49426,https://en.wikipedia.org/wiki/Abigail_%282024_film%29,https://www.boxofficemojo.com/release/rl1488880385,Post-COVID original horror comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.5,119022,https://www.imdb.com/title/tt27489557/,83,VERIFIED,83,https://www.rottentomatoes.com/m/abigail_2024,,,,,,3393,223307,Abigail (2024 film),2024-04-19
Challengers,2024,drama,broad_adult,original,R,1.9,15.012,6.255921,4.95688,3.79826,https://en.wikipedia.org/wiki/Challengers_%28film%29,https://www.boxofficemojo.com/release/rl2915664641,Post-COVID adult drama comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,7.0,178111,https://www.imdb.com/title/tt16426418/,76,VERIFIED,88,https://www.rottentomatoes.com/m/challengers_2024,278.500,,https://www.relishmix.com/challengers,RelishMix public social metrics matched from Challengers,,3477,330975,Challengers (film),2024-04-26
The Fall Guy,2024,action,broad_adult,brand_adaptation,PG-13,3.15,27.747,10.479125,10.32953,6.93838,https://en.wikipedia.org/wiki/The_Fall_Guy_%282024_film%29,https://www.boxofficemojo.com/release/rl752190209,Post-COVID action comedy brand comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.8,261969,https://www.imdb.com/title/tt1684562/,84,VERIFIED,82,https://www.rottentomatoes.com/m/the_fall_guy_2024,,,,,,4008,310944,The Fall Guy (2024 film),2024-05-03
Kingdom of the Planet of the Apes,2024,sci_fi,broad_adult,franchise,PG-13,6.6,58.401,22.166611,19.969677,16.2645,https://www.boxofficepro.com/early-weekend-estimates-a-quiet-place-day-one-posts-franchise-high-previews/,https://www.boxofficemojo.com/release/rl1678869249,Post-COVID sci-fi franchise preview comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.8,168429,https://www.imdb.com/title/tt11389872/,77,VERIFIED,80,https://www.rottentomatoes.com/m/kingdom_of_the_planet_of_the_apes,,,,,,4075,505114,Kingdom of the Planet of the Apes,2024-05-10
IF,2024,comedy,broad_family,original,PG,1.75,33.716,10.423126,14.00694,9.285735,https://en.wikipedia.org/wiki/IF_%28film%29,https://www.boxofficemojo.com/release/rl3731915521,Post-COVID family original comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.4,66735,https://www.imdb.com/title/tt11152168/,85,VERIFIED,50,https://www.rottentomatoes.com/m/if_2024,,,,,,4068,155306,IF (film),2024-05-17
The Strangers: Chapter 1,2024,horror,horror_fan,franchise,R,1.2,11.825,5.09878,4.069567,2.656711,https://en.wikipedia.org/wiki/The_Strangers:_Chapter_1,https://www.boxofficemojo.com/release/rl793346049,Post-COVID horror franchise comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,4.7,29260,https://www.imdb.com/title/tt22050754/,45,VERIFIED,21,https://www.rottentomatoes.com/m/the_strangers_chapter_1,,,,,,2856,67624,The Strangers: Chapter 1,2024-05-17
Furiosa: A Mad Max Saga,2024,action,broad_adult,franchise,R,3.5,26.326,10.356086,8.351559,7.618817,https://en.wikipedia.org/wiki/Furiosa:_A_Mad_Max_Saga,https://www.boxofficemojo.com/release/rl627344129,Post-COVID action franchise comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,7.5,319262,https://www.imdb.com/title/tt12037194/,88,VERIFIED,90,https://www.rottentomatoes.com/m/furiosa_a_mad_max_saga,,,,,,3864,282359,Furiosa: A Mad Max Saga,2024-05-24
The Garfield Movie,2024,animation,broad_family,brand_adaptation,PG,1.925,24.006,8.405671,8.226095,7.374863,https://en.wikipedia.org/wiki/The_Garfield_Movie,https://www.boxofficemojo.com/release/rl382960385,Post-COVID family animation brand comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,5.7,27966,https://www.imdb.com/title/tt5779228/,78,VERIFIED,36,https://www.rottentomatoes.com/m/the_garfield_movie,,,,,,4108,117412,The Garfield Movie,2024-05-24
Bad Boys: Ride or Die,2024,action,broad_adult,franchise,R,5.675,56.527,21.501365,19.466683,15.559276,https://www.boxofficepro.com/early-weekend-estimates-a-quiet-place-day-one-posts-franchise-high-previews/,https://www.boxofficemojo.com/release/rl1386447617,Post-COVID action franchise preview comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.5,113524,https://www.imdb.com/title/tt4919268/,96,VERIFIED,65,https://www.rottentomatoes.com/m/bad_boys_ride_or_die,,,,,,3885,102992,Bad Boys: Ride or Die,2024-06-28
Inside Out 2,2024,animation,broad_family,franchise,PG,13.0,154.202,63.558115,51.175086,39.468472,https://www.the-numbers.com/box-office-records/domestic/all-movies/previews/any,https://www.boxofficemojo.com/release/rl3638199041,Post-COVID high-preview family animation comp from The Numbers preview table.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,7.5,249699,https://www.imdb.com/title/tt22022452/,94,VERIFIED,91,https://www.rottentomatoes.com/m/inside_out_2,,,,,,4440,293687,Inside Out 2,2024-06-14
The Bikeriders,2024,drama,broad_adult,original,R,1.45,9.699,4.109865,3.193735,2.394675,https://en.wikipedia.org/wiki/The_Bikeriders,https://www.boxofficemojo.com/release/rl620462849,Post-COVID adult drama comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.6,77444,https://www.imdb.com/title/tt21454134/,74,VERIFIED,79,https://www.rottentomatoes.com/m/the_bikeriders,,,,,,2692,161117,The Bikeriders,2024-06-21
A Quiet Place: Day One,2024,horror,broad_adult,franchise,PG-13,6.8,52.203,22.528071,17.011713,12.662711,https://www.boxofficepro.com/early-weekend-estimates-a-quiet-place-day-one-posts-franchise-high-previews/,https://www.boxofficemojo.com/release/rl545096449,Post-COVID horror franchise preview comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.3,176073,https://www.imdb.com/title/tt13433802/,72,VERIFIED,86,https://www.rottentomatoes.com/m/a_quiet_place_day_one,,,,,,3708,202293,A Quiet Place: Day One,2024-06-28
Horizon: An American Saga - Chapter 1,2024,western,broad_adult,original,R,0.8,11.052,4.091577,3.947866,3.013118,https://en.wikipedia.org/wiki/Horizon:_An_American_Saga,https://www.boxofficemojo.com/release/rl3484517121,Post-COVID adult western comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.6,45090,https://www.imdb.com/title/tt17505010/,70,VERIFIED,51,https://www.rottentomatoes.com/m/horizon_an_american_saga_chapter_1,,,,,,3334,20113,Horizon: An American Saga – Chapter 1,2024-08-23
Longlegs,2024,horror,horror_fan,original,R,3.0,22.400,10.012897,7.201873,5.185349,https://en.wikipedia.org/wiki/Longlegs,https://www.boxofficemojo.com/release/rl1733394433,Post-COVID original horror breakout comp.,Box Office Mojo Domestic Daily opening Friday/Saturday/Sunday; Friday includes previews under public daily convention.,6.5,223600,https://www.imdb.com/title/tt23468450/,61,VERIFIED,85,https://www.rottentomatoes.com/m/longlegs,,,,,,2850,1972,Daddy Longlegs (2009 film),2024-01-05
